"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CMR","Cameroon","2018","2018",0.28973,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","DJI","Djibouti","2015","2015",0.04556,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2009","2009",0.59675,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2012","2012",0.68983,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2015","2015",0.68796,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","ZAF","South Africa","2018","2018",0.8608,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",0.05338,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MYS","Malaysia","2015","2015",0.06245,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2012","2012",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2015","2015",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CRI","Costa Rica","2018","2018",,"a","Category not applicable"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SGP","Singapore","2009","2009",0.65087,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SGP","Singapore","2012","2012",0.63153,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SGP","Singapore","2018","2018",0.72489,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MEX","Mexico","2009","2009",0.69934,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MEX","Mexico","2012","2012",0.75504,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MEX","Mexico","2015","2015",0.79347,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","MEX","Mexico","2018","2018",0.6331,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","URY","Uruguay","2012","2012",0.51225,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","URY","Uruguay","2015","2015",1.13845,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","URY","Uruguay","2018","2018",1.12934,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LTU","Lithuania","2009","2009",0.72969,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LTU","Lithuania","2012","2012",0.62242,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LTU","Lithuania","2015","2015",0.56382,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","LTU","Lithuania","2018","2018",0.68877,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TCA","Turks and Caicos Islands","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TCA","Turks and Caicos Islands","2018","2018",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MMR","Myanmar","2018","2018",0.88378,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GMB","Gambia","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2009","2009",0.0836,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2012","2012",0.09051,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SLE","Sierra Leone","2018","2018",0.15006,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","PRY","Paraguay","2012","2012",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAR","Morocco","2009","2009",0.97509,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","VEN","Venezuela (Bolivarian Republic of)","2009","2009",0.79518,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MCO","Monaco","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MCO","Monaco","2015","2015",,"a","Category not applicable"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SYR","Syrian Arab Republic","2009","2009",1.24266,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","LBR","Liberia","2012","2012",0.56092,"‡","UIS Estimation"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",0.00878,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LVA","Latvia","2009","2009",0.01813,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LVA","Latvia","2012","2012",0.05956,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LVA","Latvia","2015","2015",0.06899,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LVA","Latvia","2018","2018",0.06838,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SVK","Slovakia","2009","2009",1.03799,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SVK","Slovakia","2012","2012",0.88541,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SVK","Slovakia","2015","2015",0.8791,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","SVK","Slovakia","2018","2018",0.78738,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DEU","Germany","2012","2012",1.28457,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DEU","Germany","2015","2015",1.2563,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","DEU","Germany","2018","2018",1.26734,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CUW","Curaçao","2018","2018",1.61135,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","AND","Andorra","2009","2009",0.02747,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","AND","Andorra","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","AND","Andorra","2018","2018",0.00688,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","OMN","Oman","2009","2009",1.38002,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","JOR","Jordan","2009","2009",1.6525,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","JOR","Jordan","2018","2018",1.47594,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CZE","Czechia","2009","2009",1.92316,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CZE","Czechia","2012","2012",1.85595,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CZE","Czechia","2015","2015",1.7143,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CZE","Czechia","2018","2018",1.9045,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TZA","United Republic of Tanzania","2009","2009",0.17236,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BRB","Barbados","2009","2009",0.13961,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","BRB","Barbados","2012","2012",0.14191,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHL","Chile","2009","2009",0.66382,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHL","Chile","2012","2012",0.95894,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHL","Chile","2015","2015",1.25942,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","CHL","Chile","2018","2018",1.38049,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BFA","Burkina Faso","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BFA","Burkina Faso","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ISL","Iceland","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ISL","Iceland","2012","2012",0.05323,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ISL","Iceland","2015","2015",0.05142,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","ISL","Iceland","2018","2018",0.06117,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","NOR","Norway","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","NOR","Norway","2015","2015",0.03399,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","NOR","Norway","2018","2018",0.03591,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SVN","Slovenia","2012","2012",0.84062,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SVN","Slovenia","2015","2015",0.74313,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","SVN","Slovenia","2018","2018",0.76311,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","COM","Comoros","2012","2012",0.20215,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","COM","Comoros","2015","2015",0.18003,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRL","Ireland","2009","2009",2.2011,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRL","Ireland","2012","2012",2.12134,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRL","Ireland","2015","2015",1.38491,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IRL","Ireland","2018","2018",1.15874,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2009","2009",1.32566,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2012","2012",1.36002,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2015","2015",1.4468,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2018","2018",1.51891,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2009","2009",0.47177,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2012","2012",0.36902,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2015","2015",0.46519,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","LKA","Sri Lanka","2018","2018",0.42248,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MDV","Maldives","2009","2009",1.16505,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MDV","Maldives","2012","2012",0.71669,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MDV","Maldives","2015","2015",0.84487,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","MDV","Maldives","2018","2018",0.66343,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","GIN","Guinea","2015","2015",0.14549,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","GIN","Guinea","2018","2018",0.11162,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRT","Portugal","2009","2009",1.24887,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRT","Portugal","2012","2012",1.1649,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRT","Portugal","2015","2015",1.08858,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","PRT","Portugal","2018","2018",1.06695,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2009","2009",0.5209,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.62284,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2015","2015",1.06138,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2018","2018",0.9122,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LUX","Luxembourg","2009","2009",0.86582,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LUX","Luxembourg","2012","2012",0.82109,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LUX","Luxembourg","2015","2015",0.72922,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","LUX","Luxembourg","2018","2018",0.79392,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","SMR","San Marino","2018","2018",,"a","Category not applicable"
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","CPV","Cabo Verde","2015","2015",0.7217,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","MWI","Malawi","2015","2015",0.02529,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","GEO","Georgia","2012","2012",0.29887,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COK","Cook Islands","2012","2012",1.35241,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CAF","Central African Republic","2009","2009",0.02988,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FIN","Finland","2009","2009",1.27852,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FIN","Finland","2012","2012",1.31508,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FIN","Finland","2015","2015",1.42358,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","FIN","Finland","2018","2018",1.34934,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","MOZ","Mozambique","2012","2012",0.24144,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SEN","Senegal","2009","2009",0.05416,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SEN","Senegal","2012","2012",0.12794,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SEN","Senegal","2015","2015",0.21654,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","SEN","Senegal","2018","2018",0.02926,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BTN","Bhutan","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BTN","Bhutan","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BTN","Bhutan","2018","2018",0.00672,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TTO","Trinidad and Tobago","2009","2009",0.23687,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2009","2009",0.01564,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","LAO","Lao People's Democratic Republic","2012","2012",0.01231,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IDN","Indonesia","2009","2009",1.69015,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IDN","Indonesia","2012","2012",1.423,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","IDN","Indonesia","2015","2015",1.52661,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MYS","Malaysia","2009","2009",1.65343,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MYS","Malaysia","2012","2012",1.92766,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MYS","Malaysia","2015","2015",1.62495,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MYS","Malaysia","2018","2018",1.52433,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MUS","Mauritius","2009","2009",0.04556,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MUS","Mauritius","2012","2012",0.05404,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MUS","Mauritius","2015","2015",0.05607,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MUS","Mauritius","2018","2018",0.0579,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CRI","Costa Rica","2009","2009",0.34308,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CRI","Costa Rica","2012","2012",0.35177,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CRI","Costa Rica","2015","2015",0.41233,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","CRI","Costa Rica","2018","2018",0.30296,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","FJI","Fiji","2012","2012",1.55424,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","FJI","Fiji","2015","2015",1.6113,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","FJI","Fiji","2018","2018",1.53002,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COL","Colombia","2009","2009",1.67246,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COL","Colombia","2012","2012",1.56033,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COL","Colombia","2015","2015",1.58279,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","COL","Colombia","2018","2018",1.69322,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","USA","United States of America","2015","2015",0.87289,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","USA","United States of America","2018","2018",0.88693,,
"XGDP_2T4_V_FSGOV","Government expenditure on secondary and post-secondary non-tertiary vocational education as a percentage of GDP (%)","SGP","Singapore","2018","2018",0.09844,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEL","Belgium","2009","2009",1.44829,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEL","Belgium","2015","2015",1.42765,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","BEL","Belgium","2018","2018",1.48938,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LTU","Lithuania","2009","2009",0.08464,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LTU","Lithuania","2012","2012",0.14319,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LTU","Lithuania","2015","2015",0.12599,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","LTU","Lithuania","2018","2018",0.11677,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2012","2012",0.61832,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MRT","Mauritania","2015","2015",0.64874,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2009","2009",0.72697,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",1.26737,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",1.44041,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","NPL","Nepal","2012","2012",0.64706,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","NPL","Nepal","2015","2015",0.63831,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","NPL","Nepal","2018","2018",0.72647,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","GNB","Guinea-Bissau","2012","2012",0.0142,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","HUN","Hungary","2009","2009",0.99994,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","HUN","Hungary","2012","2012",0.7503,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","HUN","Hungary","2015","2015",0.65965,,
"XGDP_2_FSGOV","Government expenditure on lower secondary education as a percentage of GDP (%)","HUN","Hungary","2018","2018",0.65215,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","UKR","Ukraine","2012","2012",0.57936,,
"XGDP_3_FSGOV","Government expenditure on upper secondary education as a percentage of GDP (%)","UKR","Ukraine","2018","2018",0.33472,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BGD","Bangladesh","2009","2009",0.77976,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BGD","Bangladesh","2012","2012",0.8506,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","EST","Estonia","2009","2009",1.49668,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","EST","Estonia","2012","2012",1.27439,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","EST","Estonia","2015","2015",1.2275,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","EST","Estonia","2018","2018",1.4697,,
